"ACCOUNT_GUID","TRANSACTION_AMOUNT","POST_DATE"
"e4caa21e-cf66-11ee-bd21-e00af6801390","-9837.94","2023-10-22"
"e4ca05f6-cf66-11ee-b70f-e00af6801390","-317.4","2023-10-11"
"e4c9deb0-cf66-11ee-866c-e00af6801390","-9576.68","2022-09-11"
"e4c91b6a-cf66-11ee-82e3-e00af6801390","2616.57","2024-01-15"
"e4c8c6b9-cf66-11ee-b779-e00af6801390","5608.67","2023-09-07"
"e4ca2cfa-cf66-11ee-9ac3-e00af6801390","9060.31","2022-10-01"
"e4c9b7b2-cf66-11ee-bd99-e00af6801390","9962.67","2023-11-26"
"e4c9697b-cf66-11ee-9a84-e00af6801390","-1661.43","2023-11-10"
"e4ca53e3-cf66-11ee-a68d-e00af6801390","-8056.25","2022-09-26"
"e4cac940-cf66-11ee-850b-e00af6801390","7003.1","2022-02-20"
"e4caf045-cf66-11ee-887d-e00af6801390","-1961.52","2023-06-06"
"e4ca53d6-cf66-11ee-892a-e00af6801390","7983.21","2022-05-07"
"e4caa234-cf66-11ee-aa24-e00af6801390","410.45","2023-05-19"
"e4ca5407-cf66-11ee-aa6e-e00af6801390","4860.81","2022-03-24"
"e4c990ba-cf66-11ee-9cbe-e00af6801390","6028.14","2023-06-14"
"e4c942b3-cf66-11ee-a9db-e00af6801390","-1382.99","2023-01-04"
"e4ca53ef-cf66-11ee-9d82-e00af6801390","6513.70","2022-06-24"
"e4c94295-cf66-11ee-8dac-e00af6801390","-6432.74","2022-09-01"
"e4ca2cf7-cf66-11ee-b095-e00af6801390","6279.94","2022-10-28"
"e4caa22a-cf66-11ee-be9e-e00af6801390","7838.81","2023-05-08"
"e4caa218-cf66-11ee-832b-e00af6801390","-9229.46","2022-11-17"
"e4c9909a-cf66-11ee-9328-e00af6801390","-1738.96","2024-01-14"
"e4c96998-cf66-11ee-a471-e00af6801390","3354.96","2022-12-31"
"e4c96979-cf66-11ee-ac38-e00af6801390","-7619.63","2023-12-13"
"e4c94292-cf66-11ee-95f6-e00af6801390","-5158.73","2023-09-01"
"e4ca05de-cf66-11ee-8b2a-e00af6801390","-8205.62","2023-07-30"
"e4c990af-cf66-11ee-acb0-e00af6801390","9445.71","2022-05-10"
"e4ca2ce5-cf66-11ee-8fe6-e00af6801390","-4063.97","2022-09-17"
"e4c91b6e-cf66-11ee-9ff5-e00af6801390","450.85","2022-08-08"
"e4c990b3-cf66-11ee-86eb-e00af6801390","6504.61","2023-02-03"
"e4caf03d-cf66-11ee-a83e-e00af6801390","7369.77","2022-05-26"
"e4c9dedb-cf66-11ee-9edf-e00af6801390","-1809.7","2022-03-14"
"e4cac909-cf66-11ee-a3c3-e00af6801390","-822.65","2023-01-07"
"e4c9429a-cf66-11ee-93b2-e00af6801390","-8726.58","2023-11-08"
"e4c8f006-cf66-11ee-b47f-e00af6801390","-3230.21","2023-10-25"
"e4c9b7c2-cf66-11ee-a6ef-e00af6801390","-96.46","2022-09-24"
"e4c9dee8-cf66-11ee-ba43-e00af6801390","-4007.16","2022-07-18"
"e4c8f459-cf66-11ee-a044-e00af6801390","9096.7","2022-11-16"
"e4caa20d-cf66-11ee-809e-e00af6801390","-5555.36","2022-02-25"
"e4ca05cc-cf66-11ee-9e63-e00af6801390","-9128.60","2023-11-15"
"e4caf017-cf66-11ee-9909-e00af6801390","2670.53","2023-07-13"
"e4c94283-cf66-11ee-9fa6-e00af6801390","8051.49","2022-11-15"
"e4ca05cc-cf66-11ee-9e63-e00af6801390","5584.44","2024-02-10"
"e4ca05ba-cf66-11ee-ab4d-e00af6801390","-2059.60","2022-07-25"
"e4cac910-cf66-11ee-b482-e00af6801390","-7937.98","2022-03-04"
"e4c9dec9-cf66-11ee-89a4-e00af6801390","-7153.99","2022-07-12"
"e4ca7b26-cf66-11ee-8fff-e00af6801390","-4671.90","2023-01-23"
"e4c96990-cf66-11ee-a376-e00af6801390","806.32","2022-06-16"
"e4c9dee6-cf66-11ee-81fe-e00af6801390","9178.38","2023-01-19"
"e4caa21e-cf66-11ee-bd21-e00af6801390","-5150.38","2022-03-06"
"e4ca7b18-cf66-11ee-89ce-e00af6801390","8352.22","2023-09-06"
"e4ca2cd4-cf66-11ee-bab0-e00af6801390","579.1","2022-12-17"
"e4c990d4-cf66-11ee-b358-e00af6801390","2675.69","2022-07-12"
"e4ca2d0c-cf66-11ee-b570-e00af6801390","9035.89","2023-06-02"
"e4c99099-cf66-11ee-a622-e00af6801390","-6291.84","2022-07-22"
"e4ca7b0b-cf66-11ee-820b-e00af6801390","2359.89","2024-01-16"
"e4c9deab-cf66-11ee-95d4-e00af6801390","1981.8","2022-06-05"
"e4c8f46e-cf66-11ee-ab92-e00af6801390","2452.32","2023-01-04"
"e4c91b73-cf66-11ee-948d-e00af6801390","2855.87","2023-03-17"
"e4ca53e2-cf66-11ee-a5d3-e00af6801390","-5056.83","2022-03-19"
"e4ca7b24-cf66-11ee-8103-e00af6801390","-2087.71","2023-02-18"
"e4ca7b11-cf66-11ee-afd9-e00af6801390","-5999.95","2022-12-15"
"e4cac909-cf66-11ee-a3c3-e00af6801390","-7243.9","2023-05-20"
"e4caa224-cf66-11ee-ab54-e00af6801390","-690.87","2022-11-18"
"e4c9deba-cf66-11ee-918b-e00af6801390","819.51","2022-02-19"
"e4cac90e-cf66-11ee-9757-e00af6801390","-8929.24","2023-08-18"
"e4c9909f-cf66-11ee-a8f1-e00af6801390","3837.81","2023-02-11"
"e4ca7af3-cf66-11ee-8749-e00af6801390","5790.39","2023-04-11"
"e4ca7b1a-cf66-11ee-ab01-e00af6801390","4061.40","2022-02-19"
"e4ca05cb-cf66-11ee-86b1-e00af6801390","-1210.89","2023-09-25"
"e4c990c9-cf66-11ee-849e-e00af6801390","-4323.18","2022-03-05"
"e4caf018-cf66-11ee-b832-e00af6801390","-7024.16","2023-10-17"
"e4c8f455-cf66-11ee-8b1f-e00af6801390","-1476.51","2023-10-14"
"e4c9b7b9-cf66-11ee-84ae-e00af6801390","4957.43","2023-03-09"
"e4cac915-cf66-11ee-9501-e00af6801390","-2497.20","2023-12-12"
"e4c99091-cf66-11ee-86ef-e00af6801390","8914.92","2023-08-28"
"e4c9909f-cf66-11ee-a8f1-e00af6801390","-8568.66","2022-07-20"
"e4c990c6-cf66-11ee-95f7-e00af6801390","-3892.97","2022-03-04"
"e4c99093-cf66-11ee-8608-e00af6801390","9561.91","2023-12-07"
"e4c9697d-cf66-11ee-8492-e00af6801390","-3469.22","2022-12-09"
"e4c96984-cf66-11ee-9730-e00af6801390","14.56","2022-09-23"
"e4c9909e-cf66-11ee-ae57-e00af6801390","4692.18","2022-10-15"
"e4ca2ce6-cf66-11ee-930c-e00af6801390","-2575.76","2024-01-07"
"e4ca541a-cf66-11ee-b206-e00af6801390","-466.51","2023-04-20"
"e4c9deda-cf66-11ee-83b9-e00af6801390","5043.26","2022-03-04"
"e4c969be-cf66-11ee-bb04-e00af6801390","8533.11","2022-09-20"
"e4c9697a-cf66-11ee-8634-e00af6801390","-5856.21","2022-04-28"
"e4ca53fb-cf66-11ee-a504-e00af6801390","-7734.13","2023-12-07"
"e4ca7b29-cf66-11ee-b9f4-e00af6801390","4935.64","2023-10-29"
"e4cac93d-cf66-11ee-95f5-e00af6801390","-1244.44","2022-06-23"
"e4c8f44e-cf66-11ee-8dcb-e00af6801390","-185.29","2023-03-18"
"e4c9429f-cf66-11ee-a196-e00af6801390","-4051.3","2023-10-14"
"e4ca05d3-cf66-11ee-a7c2-e00af6801390","-4760.78","2023-04-13"
"e4c8f003-cf66-11ee-910b-e00af6801390","-952.60","2022-03-26"
"e4c94271-cf66-11ee-8499-e00af6801390","6726.18","2022-03-25"
"e4ca05d2-cf66-11ee-bcd4-e00af6801390","5591.62","2023-12-20"
"e4caf02a-cf66-11ee-b325-e00af6801390","1047.0","2023-07-26"
"e4ca7aec-cf66-11ee-b717-e00af6801390","1178.1","2022-05-15"
"e4c9ded8-cf66-11ee-9e28-e00af6801390","200.53","2023-02-11"
"e4c990ae-cf66-11ee-be90-e00af6801390","-8677.47","2022-04-23"
"e4ca7afd-cf66-11ee-93c2-e00af6801390","-774.34","2023-10-16"
"e4c969ab-cf66-11ee-82af-e00af6801390","5191.60","2022-12-04"
"e4c8f44c-cf66-11ee-bb23-e00af6801390","-7436.60","2022-12-10"
"e4c969b1-cf66-11ee-afb2-e00af6801390","-3364.42","2022-07-26"
"e4ca2cdb-cf66-11ee-8bed-e00af6801390","7763.58","2022-07-22"
"e4c9699a-cf66-11ee-b8b6-e00af6801390","-8128.50","2023-01-18"
"e4ca05db-cf66-11ee-bcfc-e00af6801390","7519.18","2023-04-15"
"e4c942ad-cf66-11ee-a15c-e00af6801390","-2180.45","2022-08-16"
"e4c942a4-cf66-11ee-9b54-e00af6801390","6208.64","2022-03-21"
"e4caf026-cf66-11ee-97f5-e00af6801390","-8427.56","2022-08-09"
"e4c91b68-cf66-11ee-9e4b-e00af6801390","4176.27","2023-02-06"
"e4c91b59-cf66-11ee-9206-e00af6801390","-1316.34","2022-12-07"
"e4c8f43e-cf66-11ee-abd4-e00af6801390","-7199.79","2023-05-06"
"e4ca7ae6-cf66-11ee-b515-e00af6801390","-8800.2","2022-04-11"
"e4c9b7b4-cf66-11ee-b5f3-e00af6801390","-8716.32","2023-12-24"
"e4c9b7bb-cf66-11ee-a197-e00af6801390","1920.38","2022-04-01"
"e4c9b7a9-cf66-11ee-834f-e00af6801390","-6362.95","2024-01-23"
"e4cac911-cf66-11ee-90dd-e00af6801390","-8759.21","2023-05-20"
"e4caf03a-cf66-11ee-9f74-e00af6801390","9740.2","2022-12-15"
"e4caa200-cf66-11ee-9dfd-e00af6801390","1499.69","2023-08-15"
"e4cac943-cf66-11ee-9546-e00af6801390","-6231.91","2022-05-25"
"e4c94289-cf66-11ee-a7d8-e00af6801390","-7178.69","2022-06-01"
"e4ca05d2-cf66-11ee-bcd4-e00af6801390","2058.88","2023-03-10"
"e4ca7b0b-cf66-11ee-820b-e00af6801390","7731.34","2023-05-01"
"e4ca7af1-cf66-11ee-bd4d-e00af6801390","3059.6","2023-03-10"
"e4c8f46b-cf66-11ee-8e9f-e00af6801390","9355.73","2023-02-05"
"e4c990d0-cf66-11ee-8182-e00af6801390","1918.78","2023-12-05"
"e4c9dec4-cf66-11ee-a3d9-e00af6801390","3724.91","2023-10-11"
"e4ca2cfc-cf66-11ee-a66b-e00af6801390","-8850.82","2022-12-10"
"e4ca540f-cf66-11ee-ad79-e00af6801390","184.7","2023-06-07"
"e4c9b7b4-cf66-11ee-b5f3-e00af6801390","-9021.73","2023-12-18"
"e4caf034-cf66-11ee-8ab8-e00af6801390","-3377.6","2022-10-16"
"e4caf016-cf66-11ee-a2ed-e00af6801390","-6565.7","2022-05-01"
"e4c8f45d-cf66-11ee-8749-e00af6801390","6699.8","2023-09-08"
"e4c8c6ba-cf66-11ee-9a2c-e00af6801390","-5701.92","2023-09-12"
"e4c8f442-cf66-11ee-ab33-e00af6801390","-8374.9","2023-05-05"
"e4c96994-cf66-11ee-b525-e00af6801390","5823.34","2022-04-21"
"e4caa218-cf66-11ee-832b-e00af6801390","5516.27","2022-04-27"
"e4c91b66-cf66-11ee-a558-e00af6801390","1467.11","2023-09-10"
"e4ca7b29-cf66-11ee-b9f4-e00af6801390","7826.49","2022-11-10"
"e4ca7af6-cf66-11ee-b760-e00af6801390","4941.95","2023-09-06"
"e4ca7afc-cf66-11ee-af3a-e00af6801390","9242.10","2023-05-17"
"e4c942b2-cf66-11ee-8a27-e00af6801390","5489.56","2022-05-23"
"e4cac941-cf66-11ee-a387-e00af6801390","9413.84","2022-07-11"
"e4c94277-cf66-11ee-aebc-e00af6801390","2727.95","2023-10-26"
"e4caf013-cf66-11ee-b7e0-e00af6801390","1771.91","2023-07-14"
"e4ca7b20-cf66-11ee-8979-e00af6801390","5352.67","2023-02-11"
"e4ca53f9-cf66-11ee-ab8c-e00af6801390","-4735.4","2022-05-07"
"e4c94280-cf66-11ee-92f0-e00af6801390","589.77","2022-06-24"
"e4ca05fa-cf66-11ee-a3f0-e00af6801390","-3970.81","2022-08-29"
"e4c990b1-cf66-11ee-ba85-e00af6801390","8901.20","2023-09-29"
"e4c91b7b-cf66-11ee-8a7c-e00af6801390","-1612.54","2022-07-16"
"e4c94273-cf66-11ee-b18d-e00af6801390","3824.82","2022-04-28"
"e4cac93e-cf66-11ee-904d-e00af6801390","6298.81","2022-04-04"
"e4caf048-cf66-11ee-92e9-e00af6801390","-8320.69","2023-11-14"
"e4c8f456-cf66-11ee-a761-e00af6801390","137.81","2023-05-09"
"e4caa212-cf66-11ee-8969-e00af6801390","-8432.53","2023-12-02"
"e4c990a6-cf66-11ee-ad7d-e00af6801390","-2063.88","2023-08-04"
"e4c9decb-cf66-11ee-bc21-e00af6801390","-8317.35","2022-05-25"
"e4caa21c-cf66-11ee-9365-e00af6801390","9066.20","2024-02-17"
"e4c990a7-cf66-11ee-a455-e00af6801390","5442.20","2022-08-22"
"e4c9b7db-cf66-11ee-afa3-e00af6801390","-8857.33","2023-07-09"
"e4c9b7bd-cf66-11ee-9dc2-e00af6801390","2006.17","2022-12-22"
"e4c8f470-cf66-11ee-ad74-e00af6801390","-6292.9","2023-09-14"
"e4ca05f3-cf66-11ee-bb81-e00af6801390","9622.61","2023-06-04"
"e4ca2ced-cf66-11ee-8958-e00af6801390","-339.53","2022-07-26"
"e4c96981-cf66-11ee-b30b-e00af6801390","9057.33","2023-01-22"
"e4caf03d-cf66-11ee-a83e-e00af6801390","4653.99","2023-05-05"
"e4caa20e-cf66-11ee-9b62-e00af6801390","7018.79","2022-04-18"
"e4c969b5-cf66-11ee-81a9-e00af6801390","1992.46","2023-03-02"
"e4c9b7ad-cf66-11ee-b1c1-e00af6801390","-354.42","2022-07-04"
"e4c9b7d1-cf66-11ee-801d-e00af6801390","8460.1","2023-01-02"
"e4cac90f-cf66-11ee-bb88-e00af6801390","7801.59","2022-07-19"
"e4ca05f0-cf66-11ee-9d15-e00af6801390","-3670.57","2023-04-26"
"e4ca7b29-cf66-11ee-b9f4-e00af6801390","4698.17","2022-07-23"
"e4c9698e-cf66-11ee-9390-e00af6801390","1599.46","2022-08-25"
"e4c8f44d-cf66-11ee-b65e-e00af6801390","-9080.19","2023-03-24"
"e4ca05c0-cf66-11ee-9a04-e00af6801390","-5280.23","2022-05-12"
"e4cac926-cf66-11ee-a82a-e00af6801390","-11.2","2023-10-31"
"e4c96995-cf66-11ee-bf44-e00af6801390","3296.98","2023-06-07"
"e4c8f46c-cf66-11ee-bb2a-e00af6801390","-4588.81","2022-08-31"
"e4caf030-cf66-11ee-9adc-e00af6801390","-518.67","2023-12-21"
"e4caa1fa-cf66-11ee-9515-e00af6801390","-8366.65","2022-09-07"
"e4c969ac-cf66-11ee-8bfc-e00af6801390","804.21","2022-04-05"
"e4cac93e-cf66-11ee-904d-e00af6801390","-3681.8","2022-10-25"
"e4ca05d6-cf66-11ee-ab1e-e00af6801390","3614.4","2022-08-14"
"e4c94299-cf66-11ee-afb2-e00af6801390","9141.47","2023-09-10"
"e4ca53e0-cf66-11ee-b8bb-e00af6801390","-7772.69","2023-05-29"
"e4caf021-cf66-11ee-9b93-e00af6801390","5055.32","2022-08-15"
"e4ca2cdc-cf66-11ee-b7a8-e00af6801390","1881.7","2023-01-29"
"e4c99090-cf66-11ee-8568-e00af6801390","-4650.98","2022-03-12"
"e4ca2cd2-cf66-11ee-a698-e00af6801390","-4460.78","2022-11-09"
"e4c969b5-cf66-11ee-81a9-e00af6801390","-6137.3","2022-07-12"
"e4cac911-cf66-11ee-90dd-e00af6801390","-6870.52","2023-05-10"
"e4c990b8-cf66-11ee-897c-e00af6801390","-6007.48","2022-06-01"
"e4cac915-cf66-11ee-9501-e00af6801390","6880.1","2023-01-07"
"e4ca2cfa-cf66-11ee-9ac3-e00af6801390","-5206.42","2023-07-12"
"e4c96987-cf66-11ee-ab0b-e00af6801390","-4533.13","2022-10-04"
"e4c94289-cf66-11ee-a7d8-e00af6801390","3542.46","2022-05-04"
"e4c8f477-cf66-11ee-ac1c-e00af6801390","-8875.99","2022-08-03"
"e4c942ac-cf66-11ee-b914-e00af6801390","-3732.5","2023-02-22"
"e4c96989-cf66-11ee-aca6-e00af6801390","-215.47","2023-11-20"
"e4c9b7d3-cf66-11ee-8b7f-e00af6801390","2013.17","2022-05-27"
"e4cac949-cf66-11ee-9bff-e00af6801390","9319.16","2022-08-23"
"e4c990a5-cf66-11ee-b298-e00af6801390","-2014.20","2022-08-23"
"e4caa22f-cf66-11ee-be10-e00af6801390","9134.92","2022-12-14"
"e4ca2d01-cf66-11ee-ab6f-e00af6801390","319.70","2022-07-27"
"e4c990b5-cf66-11ee-b53e-e00af6801390","9397.61","2022-09-19"
"e4c9b7c6-cf66-11ee-b0f3-e00af6801390","6282.22","2023-12-12"
"e4cac916-cf66-11ee-a6b3-e00af6801390","-288.39","2023-02-23"
"e4cac92f-cf66-11ee-b56f-e00af6801390","-249.20","2022-10-10"
"e4ca541a-cf66-11ee-b206-e00af6801390","-7537.31","2023-06-02"
"e4caa1f5-cf66-11ee-950d-e00af6801390","-7885.81","2022-10-22"
"e4caa225-cf66-11ee-97cf-e00af6801390","-1012.54","2023-09-11"
"e4c8f008-cf66-11ee-98ff-e00af6801390","4502.8","2023-07-01"
"e4c9dedf-cf66-11ee-8b88-e00af6801390","-2484.58","2022-06-23"
"e4c9b7d4-cf66-11ee-801b-e00af6801390","2353.31","2022-11-20"
"e4c990c2-cf66-11ee-9e80-e00af6801390","3800.41","2023-11-28"
"e4ca2cec-cf66-11ee-ad33-e00af6801390","6739.45","2023-06-11"
"e4cac92c-cf66-11ee-8c90-e00af6801390","6310.91","2024-02-13"
"e4c9b7b5-cf66-11ee-bad6-e00af6801390","-8793.95","2023-09-26"
"e4c990c3-cf66-11ee-85cd-e00af6801390","3239.43","2023-11-26"
"e4c8f443-cf66-11ee-8691-e00af6801390","-9146.33","2022-12-30"
"e4c9699a-cf66-11ee-b8b6-e00af6801390","-3223.16","2022-03-13"
"e4ca05b8-cf66-11ee-80e4-e00af6801390","5250.83","2023-02-03"
"e4ca7b0d-cf66-11ee-9920-e00af6801390","-4953.40","2023-05-29"
"e4c9697a-cf66-11ee-8634-e00af6801390","-3368.62","2023-12-13"
"e4c9ded0-cf66-11ee-bd11-e00af6801390","9082.19","2023-07-09"
"e4ca05fa-cf66-11ee-a3f0-e00af6801390","-8157.37","2023-06-19"
"e4cac917-cf66-11ee-95be-e00af6801390","6958.41","2023-05-13"
"e4c9dea6-cf66-11ee-807f-e00af6801390","-5666.1","2022-04-19"
"e4ca53d5-cf66-11ee-bf01-e00af6801390","5490.17","2024-01-14"
"e4caa227-cf66-11ee-abd5-e00af6801390","-4964.60","2023-09-21"
"e4c9b7dc-cf66-11ee-9066-e00af6801390","1658.69","2023-09-30"
"e4ca7afb-cf66-11ee-b17b-e00af6801390","5336.43","2023-07-21"
"e4c8f467-cf66-11ee-bb15-e00af6801390","5350.13","2024-02-18"
"e4cac916-cf66-11ee-a6b3-e00af6801390","-9015.63","2023-10-28"
"e4c8f467-cf66-11ee-bb15-e00af6801390","-8630.53","2022-12-17"
"e4ca7b14-cf66-11ee-845d-e00af6801390","-3004.62","2023-01-09"
"e4c9b7ab-cf66-11ee-aa85-e00af6801390","-9298.79","2023-04-08"
"e4c96984-cf66-11ee-9730-e00af6801390","1305.14","2023-12-17"
"e4c91b7e-cf66-11ee-97b5-e00af6801390","3765.41","2022-11-11"
"e4ca05cd-cf66-11ee-a47a-e00af6801390","-5854.83","2023-09-09"
"e4ca2cf6-cf66-11ee-b205-e00af6801390","7860.62","2023-10-26"
"e4ca05f8-cf66-11ee-8f4a-e00af6801390","1795.98","2022-06-29"
"e4caf027-cf66-11ee-a982-e00af6801390","-5940.22","2023-08-12"
"e4c8f45e-cf66-11ee-92cc-e00af6801390","-7764.84","2023-08-01"
"e4c9b7a9-cf66-11ee-834f-e00af6801390","-182.28","2023-11-02"
"e4c9dee8-cf66-11ee-ba43-e00af6801390","1341.42","2022-06-24"
"e4caa235-cf66-11ee-a7c4-e00af6801390","1231.97","2023-09-11"
"e4cac935-cf66-11ee-b024-e00af6801390","8715.93","2022-12-31"
"e4c96985-cf66-11ee-9f9a-e00af6801390","-4692.39","2022-10-10"
"e4caa211-cf66-11ee-906e-e00af6801390","245.77","2022-05-12"
"e4ca05d0-cf66-11ee-bbf3-e00af6801390","4080.75","2024-01-23"
"e4c91b6d-cf66-11ee-8318-e00af6801390","-2113.98","2023-10-09"
"e4c942a1-cf66-11ee-b980-e00af6801390","6096.90","2023-06-13"
"e4caa23a-cf66-11ee-97d8-e00af6801390","-607.62","2024-02-16"
"e4c9deca-cf66-11ee-b682-e00af6801390","6194.60","2022-11-08"
"e4ca2cd5-cf66-11ee-a98f-e00af6801390","12.32","2023-10-23"
"e4c94287-cf66-11ee-8f27-e00af6801390","-6616.34","2024-01-28"
"e4c9dee2-cf66-11ee-bbef-e00af6801390","-5767.42","2022-08-25"
"e4c9dee7-cf66-11ee-9d8f-e00af6801390","-178.52","2023-09-29"
"e4c9dea4-cf66-11ee-b9a9-e00af6801390","2007.76","2022-06-25"
"e4c9dea7-cf66-11ee-9585-e00af6801390","3742.96","2022-09-25"
"e4ca05ed-cf66-11ee-ac80-e00af6801390","2847.68","2023-09-17"
"e4cac920-cf66-11ee-baaa-e00af6801390","-523.7","2022-08-09"
"e4caf035-cf66-11ee-b1ab-e00af6801390","-8500.63","2023-02-10"
"e4caf021-cf66-11ee-9b93-e00af6801390","-7196.80","2023-09-10"
"e4c9428d-cf66-11ee-a8f4-e00af6801390","-8502.18","2023-05-01"
"e4c9b7df-cf66-11ee-901f-e00af6801390","3904.28","2022-07-24"
"e4ca53fe-cf66-11ee-b0d3-e00af6801390","5239.66","2022-08-06"
"e4ca2ceb-cf66-11ee-9ff6-e00af6801390","4007.74","2023-04-05"
"e4caa203-cf66-11ee-a94e-e00af6801390","8215.89","2023-05-07"
"e4c91b7b-cf66-11ee-8a7c-e00af6801390","-8763.76","2023-02-28"
"e4c990c3-cf66-11ee-85cd-e00af6801390","-5373.80","2023-04-04"
"e4ca2ce8-cf66-11ee-987a-e00af6801390","9706.2","2023-07-15"
"e4c94299-cf66-11ee-afb2-e00af6801390","5529.50","2023-05-22"
"e4c8c6bf-cf66-11ee-ad24-e00af6801390","9292.36","2023-03-17"
"e4ca5416-cf66-11ee-9bf3-e00af6801390","-7327.64","2022-10-02"
"e4c9699d-cf66-11ee-9bda-e00af6801390","7829.4","2022-12-01"
"e4c942aa-cf66-11ee-a6f3-e00af6801390","-3662.13","2023-01-10"
"e4ca7b11-cf66-11ee-afd9-e00af6801390","6136.45","2022-05-06"
"e4c990c5-cf66-11ee-974d-e00af6801390","7414.13","2023-02-25"
"e4c9428d-cf66-11ee-a8f4-e00af6801390","-5802.24","2024-01-03"
"e4ca7b0b-cf66-11ee-820b-e00af6801390","-6589.26","2022-03-01"
"e4cac910-cf66-11ee-b482-e00af6801390","-5319.38","2022-12-15"
"e4c94297-cf66-11ee-aa1b-e00af6801390","8607.23","2022-12-21"
"e4ca53d7-cf66-11ee-a1e5-e00af6801390","-4545.67","2022-09-25"
"e4c91b8a-cf66-11ee-b180-e00af6801390","9694.74","2023-07-03"
"e4c8f472-cf66-11ee-8ec4-e00af6801390","-1705.2","2022-11-22"
"e4cac919-cf66-11ee-9655-e00af6801390","3256.95","2023-11-07"
"e4cac907-cf66-11ee-80cc-e00af6801390","-7526.27","2022-08-25"
"e4caa20d-cf66-11ee-809e-e00af6801390","-7625.62","2022-06-26"
"e4c8f467-cf66-11ee-bb15-e00af6801390","-613.38","2022-11-14"
"e4ca7b0c-cf66-11ee-9e74-e00af6801390","318.63","2023-10-26"
"e4caf03f-cf66-11ee-9ad2-e00af6801390","9042.32","2022-04-06"
"e4c942a3-cf66-11ee-a60f-e00af6801390","3331.17","2023-02-19"
"e4caa219-cf66-11ee-a77d-e00af6801390","-829.53","2023-01-13"
"e4c96992-cf66-11ee-ba8f-e00af6801390","2552.90","2022-11-20"
"e4ca05ec-cf66-11ee-99da-e00af6801390","-8349.14","2023-11-17"
"e4ca7b1a-cf66-11ee-ab01-e00af6801390","-7249.32","2023-03-12"
"e4c9dee2-cf66-11ee-bbef-e00af6801390","6633.24","2024-01-13"
"e4c9699b-cf66-11ee-a6a3-e00af6801390","3260.8","2022-10-29"
"e4c990b8-cf66-11ee-897c-e00af6801390","4101.85","2023-05-30"
"e4ca05d9-cf66-11ee-8467-e00af6801390","5609.31","2022-06-26"
"e4caa225-cf66-11ee-97cf-e00af6801390","-2224.5","2022-04-17"
"e4cac949-cf66-11ee-9bff-e00af6801390","5588.0","2022-04-03"
"e4c91b67-cf66-11ee-8f56-e00af6801390","7025.20","2022-05-09"
"e4caf03b-cf66-11ee-89e7-e00af6801390","-1030.42","2023-01-18"
"e4ca2cc8-cf66-11ee-813d-e00af6801390","-2375.39","2023-02-02"
"e4ca7b0a-cf66-11ee-a365-e00af6801390","5303.14","2024-01-14"
"e4c91b64-cf66-11ee-95d2-e00af6801390","164.39","2023-07-20"
"e4c9697c-cf66-11ee-bcee-e00af6801390","-7890.66","2023-08-15"
"e4ca5402-cf66-11ee-8fd5-e00af6801390","296.14","2023-02-03"
"e4caa217-cf66-11ee-b550-e00af6801390","-6818.75","2023-08-19"
"e4c9deb6-cf66-11ee-a4a3-e00af6801390","5555.24","2023-04-23"
"e4ca53e6-cf66-11ee-88e2-e00af6801390","-6173.31","2023-06-29"
"e4c91b5b-cf66-11ee-b2b0-e00af6801390","-5520.80","2023-11-29"
"e4caa239-cf66-11ee-98ee-e00af6801390","-428.66","2022-09-26"
"e4caf038-cf66-11ee-866a-e00af6801390","-6861.99","2023-10-25"
"e4caf025-cf66-11ee-a10f-e00af6801390","-533.53","2023-11-16"
"e4ca7aeb-cf66-11ee-a83d-e00af6801390","326.24","2023-01-23"
"e4c9debc-cf66-11ee-98c0-e00af6801390","-8789.8","2022-02-24"
"e4c9ded4-cf66-11ee-a970-e00af6801390","-5692.41","2022-06-02"
"e4ca05ba-cf66-11ee-ab4d-e00af6801390","-309.50","2023-06-27"
"e4c8f45c-cf66-11ee-b96a-e00af6801390","-6145.77","2022-09-17"
"e4ca2d03-cf66-11ee-aaed-e00af6801390","7335.69","2023-08-03"
"e4c8f44f-cf66-11ee-955d-e00af6801390","6669.56","2023-07-04"
"e4c8c6ba-cf66-11ee-9a2c-e00af6801390","-5026.77","2023-06-24"
"e4ca05cc-cf66-11ee-9e63-e00af6801390","-320.84","2022-05-02"
"e4c8f45c-cf66-11ee-b96a-e00af6801390","-5716.85","2023-07-23"
"e4c9ded6-cf66-11ee-9a8d-e00af6801390","4093.18","2023-04-01"
"e4c9b7d6-cf66-11ee-9970-e00af6801390","-132.80","2022-03-08"
"e4c990ad-cf66-11ee-bd0f-e00af6801390","-4107.55","2022-12-16"
"e4ca540e-cf66-11ee-bf57-e00af6801390","1622.21","2023-04-17"
"e4ca53dc-cf66-11ee-ad3c-e00af6801390","5580.42","2022-07-12"
"e4caf01f-cf66-11ee-bd6a-e00af6801390","8558.75","2022-03-13"
"e4c9dea9-cf66-11ee-ac37-e00af6801390","-5854.2","2023-10-15"
"e4c9b7c7-cf66-11ee-914a-e00af6801390","7253.1","2023-12-06"
"e4caa217-cf66-11ee-b550-e00af6801390","9668.74","2022-11-24"
"e4c9427f-cf66-11ee-9628-e00af6801390","6957.43","2023-07-23"
"e4caa220-cf66-11ee-bccf-e00af6801390","3836.61","2024-01-04"
"e4c969a9-cf66-11ee-866b-e00af6801390","-7494.78","2023-01-05"
